user_id,session_type,status,condition,start_time,end_time,duration_seconds,total_messages,user_messages,assistant_messages,quiz_score,quiz_total,quiz_percentage,quiz_completed_time,survey_completed_time,avg_response_time,median_response_time,std_response_time,min_response_time,max_response_time,rapid_response_count,rapid_response_pct,has_both,avg_difficulty_correct,avg_difficulty_incorrect
WFz2qbVG8Ub5SFyZTwzuybgZFMJ2,recursion,completed,1.0,1769792347.3015938,1769792695.8482106,348.5466070175171,19.0,9.0,10.0,5.0,5.0,100.0,1769792639.26354,1769792695.7269452,22.42487695482042,15.041242361068726,17.223386388943176,6.850719928741455,49.898306131362915,4.0,0.4444444444444444,True,2.0,
X8nQivwspCSJr5An9iq1trCe7KR2,arraylist,completed,2.0,1769190876.576013,1769191460.3660452,583.7900195121765,26.0,13.0,13.0,4.0,5.0,80.0,1769191395.9359765,1769191460.2305443,33.60849358638128,29.039333820343018,24.40391508371037,5.036166191101074,90.86145186424255,2.0,0.15384615384615385,True,2.25,2.0
X8nQivwspCSJr5An9iq1trCe7KR2,recursion,completed,2.0,1769795674.7129495,1769796117.328512,442.61555457115173,21.0,10.0,11.0,5.0,5.0,100.0,1769796081.774264,1769796117.1817796,33.76753079891205,26.74685490131378,29.945559768254853,4.962358236312866,96.16601824760437,3.0,0.3,True,2.0,
Yxs6ep3KjPYkHdAqKahkafkUHZs1,arraylist,completed,1.0,1769115578.977061,1769116596.9524317,1017.9753589630128,27.0,13.0,14.0,5.0,5.0,100.0,1769116548.4442215,1769116596.8076167,62.992130096142105,56.838836669921875,40.20996025360963,8.130220651626587,127.28546237945557,1.0,0.07692307692307693,False,2.2,
ZlvLCVTICFR8tBlGbCIGv5752Lf2,arraylist,completed,2.0,1769176037.45513,1769176282.8658185,245.4106776714325,15.0,7.0,8.0,5.0,5.0,100.0,1769176258.9823074,1769176282.7309315,24.487530742372787,8.6729097366333,22.60566285846235,5.361821174621582,57.74864459037781,4.0,0.5714285714285714,False,2.2,
c2MXSYceS4XYMEnn3MAwQcQlbak1,arraylist,completed,3.0,1769187381.768291,1769188419.603442,1037.8351402282717,39.0,19.0,20.0,4.0,5.0,80.0,1769188365.5801196,1769188419.46908,39.89200869359468,29.343687295913696,29.943241630077456,11.01256012916565,127.68740010261536,0.0,0.0,True,1.75,4.0
c2MXSYceS4XYMEnn3MAwQcQlbak1,recursion,completed,3.0,1769792322.681275,1769793313.840221,991.1589357852936,25.0,12.0,13.0,4.0,5.0,80.0,1769793274.8614116,1769793312.6268525,60.97097700834274,64.05843114852905,31.471227096167016,23.05178213119507,128.4505684375763,0.0,0.0,True,2.25,1.0
c7KI5GHsSEdjcEm00XjghgtERo73,arraylist,completed,2.0,1769194645.8454664,1769195138.231636,492.3861632347107,15.0,7.0,8.0,3.0,5.0,60.0,1769195065.330779,1769195138.0987651,46.3182464327131,24.38373351097107,43.09319735774248,11.837260007858276,132.37490916252136,0.0,0.0,True,2.3333333333333335,2.0
c7KI5GHsSEdjcEm00XjghgtERo73,recursion,completed,2.0,1769799507.4089766,1769800072.332075,564.9230890274048,27.0,13.0,14.0,4.0,5.0,80.0,1769800009.0763245,1769800072.1941326,33.95329970579881,29.62406826019287,25.680173667487367,6.7640321254730225,95.81324028968811,1.0,0.07692307692307693,True,2.25,1.0
cva8aUm1erWRXr4LN8puvAxR9pH3,arraylist,completed,2.0,1769187116.2304509,1769187454.337101,338.1066405773163,15.0,7.0,8.0,4.0,5.0,80.0,1769187402.6642911,1769187454.2130797,26.493300437927246,22.531618356704712,16.027709578781995,11.897629261016846,58.74668097496033,0.0,0.0,False,2.25,2.0
dHxuuttlnKOQ7XlEe9BYqSTTrqi1,arraylist,completed,3.0,1769194681.96473,1769195888.3908074,1206.4260692596436,19.0,9.0,10.0,1.0,5.0,20.0,1769195674.080594,1769195888.248181,93.11129426956177,62.032289028167725,94.29164968705169,16.18414831161499,313.1564359664917,0.0,0.0,True,4.0,1.75
dHxuuttlnKOQ7XlEe9BYqSTTrqi1,recursion,completed,3.0,1769799516.5967207,1769800567.359205,1050.7624723911283,37.0,18.0,19.0,2.0,5.0,40.0,1769800474.2981677,1769800567.005087,41.73739604155222,39.70219612121582,21.98956449401032,13.044436693191528,70.84554195404053,0.0,0.0,True,3.0,1.3333333333333333
fxKWPTaDCGXI2dz7mbLsAqHU0CU2,arraylist,completed,1.0,1769194808.0530884,1769195320.681234,512.6281352043152,17.0,8.0,9.0,3.0,5.0,60.0,1769195258.8010938,1769195320.5292363,35.66309401392937,30.665281653404236,22.80751024525451,9.40913200378418,73.35583519935608,1.0,0.125,False,2.3333333333333335,2.0
gBOUb9Di6GadfkDvQLnrX73otG03,arraylist,completed,2.0,1769194675.1718447,1769195323.91526,648.7434079647064,16.0,8.0,8.0,4.0,5.0,80.0,1769195255.3324249,1769195323.7770576,56.771258558545796,50.97930550575256,34.777821853883,14.631799936294556,105.90158677101135,0.0,0.0,True,2.25,2.0
gBOUb9Di6GadfkDvQLnrX73otG03,recursion,completed,2.0,1769799490.358428,1769800249.470853,759.1124167442322,21.0,10.0,11.0,3.0,5.0,60.0,1769800170.229461,1769800249.348673,54.84546971321106,44.46009087562561,44.872178776582,5.867102861404419,134.7468409538269,2.0,0.2,True,1.3333333333333333,3.0
hC4w6MdexjQl2Ph4EouutrCFRoG3,arraylist,completed,3.0,1769187446.2420638,1769188488.4664953,1042.2244198322296,19.0,9.0,10.0,3.0,5.0,60.0,1769188423.410436,1769188488.308063,93.24356047312419,106.25159740447998,63.25571071358029,17.576435089111328,215.80424046516418,0.0,0.0,True,2.0,2.5
hC4w6MdexjQl2Ph4EouutrCFRoG3,recursion,completed,3.0,1769792355.0016236,1769793390.2019434,1035.2003109455109,19.0,9.0,10.0,4.0,5.0,80.0,1769793351.7718048,1769793390.0785158,83.8790020412869,76.76156330108643,46.962713339525735,34.70146942138672,194.80035257339478,0.0,0.0,True,2.0,2.0
ho7VWbC1MxT1kafPK2XvjodzKik2,arraylist,completed,2.0,1769194628.9775343,1769195106.788058,477.81051659584045,17.0,8.0,9.0,3.0,5.0,60.0,1769195030.3139668,1769195106.6513698,38.226684629917145,31.817911982536316,19.350297628652736,21.616273880004883,74.994704246521,0.0,0.0,True,2.3333333333333335,2.0
ho7VWbC1MxT1kafPK2XvjodzKik2,recursion,completed,2.0,1769799488.3783896,1769800015.0350006,526.6566004753113,29.0,14.0,15.0,5.0,5.0,100.0,1769799993.5421247,1769800014.8975062,32.236314398901804,23.59354531764984,31.9200479772967,5.4362287521362305,110.36972403526306,2.0,0.14285714285714285,True,2.0,
jjrhR6j2KBM2ljWc6hI8G5TtoCD2,arraylist,completed,2.0,1769795775.6844687,1769796359.645642,583.9611632823944,25.0,12.0,13.0,3.0,5.0,60.0,1769796308.8068807,1769796359.507024,36.59960786501566,33.392486333847046,27.463877112689005,4.634836196899414,90.60461902618408,3.0,0.25,True,2.3333333333333335,2.0
jjrhR6j2KBM2ljWc6hI8G5TtoCD2,recursion,completed,2.0,1769796364.0112972,1769796495.60018,131.58887815475464,1.0,0.0,1.0,5.0,5.0,100.0,1769796433.849234,1769796495.472009,,,,,,,,True,2.0,
jnHhdJjyzSg7NGN35wTPo7uBnfo2,arraylist,completed,1.0,1769194636.8966277,1769195346.6741767,709.777539730072,29.0,14.0,15.0,2.0,5.0,40.0,1769195307.473869,1769195346.5325377,38.61021777561733,32.945348024368286,26.47193976625871,7.13152551651001,100.64856314659119,2.0,0.14285714285714285,True,2.0,2.3333333333333335
jnHhdJjyzSg7NGN35wTPo7uBnfo2,recursion,completed,1.0,1769799592.096805,1769800298.4623177,706.3654944896698,37.0,18.0,19.0,5.0,5.0,100.0,1769800231.2156768,1769800298.3247435,30.521399590704178,19.152334928512573,23.093024377050597,7.883605003356934,89.5508463382721,1.0,0.05555555555555555,True,2.0,
jxesNDSnbaaXFNl6W1gtPmRpnsl1,arraylist,completed,2.0,1769187144.5435038,1769187700.0768902,555.5333769321442,17.0,8.0,9.0,3.0,5.0,60.0,1769187582.8229642,1769187699.9347174,37.04871419072151,31.317039728164673,20.86378200999942,11.14466404914856,65.35467290878296,0.0,0.0,True,2.3333333333333335,2.0
jxesNDSnbaaXFNl6W1gtPmRpnsl1,recursion,completed,2.0,1769792338.9429655,1769792919.2744496,580.3314712047577,34.0,17.0,17.0,5.0,5.0,100.0,1769792805.5565295,1769792919.1483076,23.288777659921085,21.999303817749023,15.825985073606233,6.063074350357056,73.39427542686462,2.0,0.11764705882352941,True,2.0,
mIXe2bIDutdkPH2CxfTEW3X8IuS2,arraylist,completed,2.0,1769195409.049668,1769195854.0141325,444.9644527435303,23.0,11.0,12.0,4.0,5.0,80.0,1769195798.9908404,1769195853.877599,27.536884502931073,23.033970832824707,19.46623575667919,6.584529161453247,58.58510994911194,3.0,0.2727272727272727,True,2.25,2.0
mIXe2bIDutdkPH2CxfTEW3X8IuS2,recursion,completed,2.0,1769799484.7112494,1769800292.1578758,807.4466142654419,27.0,13.0,14.0,4.0,5.0,80.0,1769800228.1604838,1769800292.0204804,52.726003004954414,40.776240825653076,48.34344797635017,3.6529664993286133,176.3839168548584,2.0,0.15384615384615385,True,1.75,3.0
nJQDUoUKyCZtYOrXBhCa1vVQM5F2,arraylist,completed,1.0,1769187177.4623413,1769187619.1104698,441.6481168270111,25.0,12.0,13.0,4.0,5.0,80.0,1769187543.342542,1769187618.983875,18.739763100941975,16.03961682319641,10.50658566922114,8.61965012550354,44.68320894241333,3.0,0.25,True,1.75,4.0
nJQDUoUKyCZtYOrXBhCa1vVQM5F2,recursion,completed,1.0,1769792359.4272163,1769792897.3085196,537.8812851905823,23.0,11.0,12.0,4.0,5.0,80.0,1769792871.0437589,1769792897.161504,28.8046048337763,23.862770795822144,22.377643992622797,6.811879873275757,82.51423645019531,3.0,0.2727272727272727,True,1.75,3.0
nMcq9BcrQLShkt80j8BrTy4Lhdo2,arraylist,completed,1.0,1769190890.4472983,1769191313.9475658,423.5002598762512,18.0,9.0,9.0,3.0,5.0,60.0,1769191213.4689367,1769191313.8150094,27.559814423322678,23.11946189403534,20.115841001040703,5.6891233921051025,60.25470471382141,2.0,0.2222222222222222,True,2.3333333333333335,2.0
nMcq9BcrQLShkt80j8BrTy4Lhdo2,recursion,completed,1.0,1769795659.0698528,1769796228.8209748,569.751113653183,19.0,9.0,10.0,3.0,5.0,60.0,1769796135.4850397,1769796228.684337,43.61779112286038,38.98613929748535,36.922085331888105,12.93490743637085,128.64484524726868,0.0,0.0,True,2.0,2.0
nuTLU4inbkgo3DhEysbjqZcRwo32,arraylist,completed,3.0,1769187208.8368895,1769188370.8083737,1161.971472978592,46.0,23.0,23.0,3.0,5.0,60.0,1769188234.2744172,1769188370.535639,34.74989761476932,25.326989889144897,28.554186742714695,6.118410587310791,102.88826966285706,4.0,0.17391304347826086,True,2.3333333333333335,2.0
nuTLU4inbkgo3DhEysbjqZcRwo32,recursion,completed,3.0,1769792335.0327003,1769793367.2945306,1032.2618160247805,25.0,12.0,13.0,4.0,5.0,80.0,1769793298.72794,1769793365.5693338,62.703892509142555,52.46442520618439,34.543423360169456,14.785491466522217,132.65987038612366,0.0,0.0,True,1.75,3.0
p8WOtXcwwUUwME4kpYo3SpxqRd52,arraylist,completed,3.0,1769795668.0235314,1769796737.0127308,1068.989188194275,21.0,10.0,11.0,2.0,5.0,40.0,1769796685.4270012,1769796734.233132,77.79036295413971,72.90780711174011,47.563554202718606,12.183353185653687,165.88369154930115,0.0,0.0,True,2.0,2.3333333333333335
p8WOtXcwwUUwME4kpYo3SpxqRd52,recursion,completed,3.0,1769798140.1021152,1769799123.4445703,983.3424470424652,5.0,2.0,3.0,4.0,5.0,80.0,1769799086.1527555,1769799123.2999828,431.67755711078644,431.67755711078644,597.8820939036129,8.911074161529541,854.4440400600433,1.0,0.5,True,1.75,3.0
r8Z55stG3Pe5HLEvIJVapLi9gMV2,arraylist,completed,1.0,1769194688.660287,1769195289.322475,600.6621775627136,19.0,9.0,10.0,3.0,5.0,60.0,1769195235.0402353,1769195289.209612,49.42665174272325,48.00974774360657,29.403701210059445,13.936771869659424,107.30453300476074,0.0,0.0,True,2.3333333333333335,2.0
r8Z55stG3Pe5HLEvIJVapLi9gMV2,recursion,completed,1.0,1769799515.0199594,1769800124.4707477,609.4507796764374,21.0,10.0,11.0,5.0,5.0,100.0,1769800089.044309,1769800124.3368952,49.88335831165314,31.991471886634827,48.617308578551864,7.515140056610107,167.80449223518372,2.0,0.2,True,2.0,
rahQ5wQyQNOynXJ7Xz4wBvbih5z1,arraylist,completed,1.0,1769190892.815763,1769191672.7983456,779.9825618267059,21.0,10.0,11.0,5.0,5.0,100.0,1769191578.8344457,1769191672.6572158,56.978401350975034,50.9390172958374,27.453091798934437,28.095719575881958,105.10345792770386,0.0,0.0,True,2.2,
rahQ5wQyQNOynXJ7Xz4wBvbih5z1,recursion,completed,1.0,1769795682.3858562,1769796611.542529,929.156661272049,41.0,20.0,21.0,5.0,5.0,100.0,1769796559.7443416,1769796611.4071453,38.303091287612915,35.87825047969818,34.31055317449612,5.219135999679565,138.74274897575378,7.0,0.35,True,2.0,
sA4W1vv57hYuNsFgrO74TFQB9lt1,arraylist,completed,2.0,1769194620.7114751,1769195014.7492049,394.0377185344696,17.0,8.0,9.0,3.0,5.0,60.0,1769194962.8762245,1769195014.6215272,32.83010244369507,28.61843478679657,14.268592046324576,19.58806014060974,60.52518844604492,0.0,0.0,True,2.3333333333333335,2.0
sA4W1vv57hYuNsFgrO74TFQB9lt1,recursion,completed,2.0,1769799493.456262,1769800220.2256763,726.7694041728973,27.0,13.0,14.0,2.0,5.0,40.0,1769800157.3977003,1769800220.0823765,45.18983435630798,35.50838303565979,31.06966064684651,4.648925304412842,119.37517666816711,1.0,0.07692307692307693,True,1.5,2.3333333333333335
sBsPIGe4HWM4uX2Wh7ib88DPVdD3,arraylist,completed,2.0,1769187139.6024745,1769187625.2570434,485.65456199646,15.0,7.0,8.0,5.0,5.0,100.0,1769187544.0382602,1769187625.1385603,39.54159573146275,33.06004071235657,17.77949607285466,24.995871543884277,76.23954010009766,0.0,0.0,True,2.2,
sBsPIGe4HWM4uX2Wh7ib88DPVdD3,recursion,completed,2.0,1769792341.33289,1769792766.5533953,425.2204968929291,19.0,9.0,10.0,3.0,5.0,60.0,1769792721.2065177,1769792766.42844,35.41511824395921,36.3429229259491,18.477087113856655,6.96535062789917,66.44144320487976,1.0,0.1111111111111111,True,2.0,2.0
sop6PXrgnVYTjAu8flbuErEY1AW2,arraylist,completed,2.0,1769191323.6506042,1769191726.4462342,402.7956163883209,23.0,11.0,12.0,3.0,5.0,60.0,1769191691.840643,1769191726.2779176,25.402861031618986,21.554619550704956,11.683519490698506,7.8608667850494385,47.90778470039368,1.0,0.09090909090909091,True,1.6666666666666667,3.0
sop6PXrgnVYTjAu8flbuErEY1AW2,recursion,completed,2.0,1769795672.212505,1769796236.7479498,564.535434961319,23.0,11.0,12.0,5.0,5.0,100.0,1769796131.9901533,1769796236.596123,35.68785426833413,38.14776277542114,13.454518555185542,15.179948329925537,54.446943044662476,0.0,0.0,True,2.0,
sqZI2SLCZ8XQ7CNYHmlyuMtRkF62,arraylist,completed,1.0,1769190895.2974646,1769191743.569775,848.2722985744476,25.0,12.0,13.0,3.0,5.0,60.0,1769191670.6303463,1769191743.4352992,50.80504751205444,26.891132950782776,49.9772566463152,6.101227521896362,158.93882632255554,1.0,0.08333333333333333,True,2.3333333333333335,2.0
sqZI2SLCZ8XQ7CNYHmlyuMtRkF62,recursion,completed,1.0,1769795694.1502025,1769796355.850446,661.7002296447754,45.0,22.0,23.0,4.0,5.0,80.0,1769796333.9786282,1769796355.7183557,23.83425305106423,9.284353256225586,29.423092448104295,1.3932831287384033,110.90651154518127,11.0,0.5,True,1.75,3.0
ufa3OoBKJzdMedjoMwdj65xW7Eo2,arraylist,completed,2.0,1769187477.0903192,1769187737.3160584,260.22572922706604,17.0,8.0,9.0,4.0,5.0,80.0,1769187689.5837858,1769187737.1885936,13.526674181222916,10.611417293548584,10.748913667519505,3.9518425464630127,37.18328642845154,4.0,0.5,True,2.25,2.0
ufa3OoBKJzdMedjoMwdj65xW7Eo2,recursion,completed,2.0,1769792350.0757506,1769792868.7401404,518.6643788814545,21.0,10.0,11.0,5.0,5.0,100.0,1769792756.303084,1769792868.6209805,34.688751792907716,30.678941011428833,19.84351090245008,13.256730318069458,69.35149431228638,0.0,0.0,True,2.0,
vK1vk3qedUc6g4Nq0RhvvcbRJJR2,arraylist,completed,3.0,1769187440.3652976,1769188541.9934316,1101.6281251907349,23.0,11.0,12.0,2.0,5.0,40.0,1769188427.1312034,1769188541.8613694,69.18025437268344,69.74036502838135,28.25218643441743,30.644801378250122,115.42666268348694,0.0,0.0,True,2.5,2.0
vK1vk3qedUc6g4Nq0RhvvcbRJJR2,recursion,completed,3.0,1769792350.9481564,1769793367.942826,1016.9946534633636,29.0,14.0,15.0,5.0,5.0,100.0,1769793289.603026,1769793367.7309697,51.75837331158774,41.265857577323914,32.686572126496316,12.7053382396698,111.6011266708374,0.0,0.0,True,2.0,
wSlcdOBLGygvUA7l2rhVJEn5RC52,arraylist,completed,2.0,1769795832.627843,1769796480.8137498,648.1858954429626,31.0,15.0,16.0,3.0,5.0,60.0,1769796442.5664358,1769796480.677848,31.054031944274904,23.365276336669922,32.737836290532265,5.802552223205566,143.12684988975525,2.0,0.13333333333333333,True,2.3333333333333335,2.0
wSlcdOBLGygvUA7l2rhVJEn5RC52,recursion,completed,2.0,1769796485.3554752,1769796575.850142,90.49466156959534,0.0,0.0,0.0,3.0,5.0,60.0,1769796537.5072625,1769796575.7221715,,,,,,,,True,2.3333333333333335,1.5
widdp0juTwVy6MS26Gm7fL5KcSY2,arraylist,completed,3.0,1769190922.8587923,1769191910.1279345,987.26913022995,41.0,20.0,21.0,1.0,5.0,20.0,1769191868.8697135,1769191909.9597566,37.20872240066528,34.93097722530365,20.524353615127797,7.424399375915527,83.71959519386292,1.0,0.05,True,1.0,2.5
widdp0juTwVy6MS26Gm7fL5KcSY2,recursion,completed,3.0,1769792383.18401,1769793367.50009,984.3160648345948,35.0,17.0,18.0,3.0,5.0,60.0,1769793326.7641292,1769793367.1639795,40.518309228560504,36.28280854225159,20.957368049793722,10.26240611076355,87.08495903015137,0.0,0.0,True,2.0,2.0
wuV5aQXTjVbNHyLxgOfTrXpkNMv2,arraylist,completed,2.0,1769194697.847785,1769195094.0769444,396.22915172576904,19.0,9.0,10.0,3.0,5.0,60.0,1769195057.488464,1769195093.9665666,30.44352854622735,23.46432328224182,21.706379566448575,9.261194705963135,72.01645088195801,1.0,0.1111111111111111,True,2.3333333333333335,2.0
wuV5aQXTjVbNHyLxgOfTrXpkNMv2,recursion,completed,2.0,1769799485.9214675,1769799830.9687483,345.0472722053528,19.0,9.0,10.0,2.0,5.0,40.0,1769799784.3087258,1769799829.827942,27.25711120499505,15.086435794830322,29.950398385693518,6.108429670333862,97.37668347358704,4.0,0.4444444444444444,True,1.5,2.3333333333333335
xRmTBf5lXSOnjK789d5On6Xslf43,arraylist,completed,3.0,1769795743.071816,1769796752.724692,1009.6528663635254,27.0,13.0,14.0,2.0,5.0,40.0,1769796689.5605836,1769796752.5916128,58.17774965212895,61.497445583343506,30.78586124713825,7.009258270263672,103.3341338634491,1.0,0.07692307692307693,True,2.5,2.0
xRmTBf5lXSOnjK789d5On6Xslf43,recursion,completed,3.0,1769796759.622778,1769797731.4415877,971.818793296814,71.0,36.0,35.0,2.0,5.0,40.0,1769797694.8713918,1769797731.2781675,15.973964863353306,12.889430165290833,13.211899486047907,3.5621836185455322,73.76931810379028,13.0,0.3611111111111111,True,1.0,2.6666666666666665
